Who,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
BB,0,1.2511497,0,0,1.972296,4.325,0,0,0,1.255657,11.19250585
BB,0,1.7387298,0,0,2.4929025,4.76,0,0,0,0.24913824,19.28022044
BB,0,2.4931002,0,0,1.2214221,3.56,0,0,0,0.23917247,17.10725727
BB,0,0.73597074,0,0,0.22025569,4.345,0,0,0,3.2487628,14.10092319
BB,0,2.4931002,0,0,2.2526221,4.405,0,0,0,0,20.71544479
BB,0,2.9898803,0,0,1.2314339,5.075,0,0,0,0,18.23564395
BB,0,2.2447107,0,0,2.2225873,2.79,0,0,0,0,17.85042518
BB,0,0.50597996,0,0,0,4.215,0,0,0,3.9961774,11.90535355
BB,0,0.7451697,0,0,0.24028042,4.495,0,0,0,3.507866,15.22065391
BB,0,1.7479297,0,0,2.2025635,2.94,0,0,0,0.49827647,19.00986931
BB,0,0.4967801,0,0,0,4.91,0,0,0,0,3.515200695
BB,0,0.5151789,0,0,0,4.94,0,0,0,0,3.227340285
SC,0.22,0.26999998,0.99,0,0.13000011,4.6,0,0.22000003,0,1.2400002,0.167486488
SC,0.99,0.88999987,0.48000002,0.48000002,0.42000008,4.58,0.24999994,0,0,0,0.251078027
SC,0,0.35000038,0.98,0,-0.0800004,4.005,0.98,0.77,0,0.24000025,0
SC,1.52,0.3000002,0.52,0.49,0.46000004,1.55,0.25,0,0,0,0.227175884
SC,0.25,1.8999996,0,0,0,1.595,0,0,0,1.9900002,1.029391644
SC,0.27000004,0.8499999,0.21999997,0.48000002,0.75,2.805,0,0.28,0,0,0.617240206
SC,0,0.80999947,0.99,1.74,0,1.575,0.24000001,0,0.24,0,0.14938065
SC,0.49000004,0.26000023,0.29,1.01,0.7199993,2.975,0,0.26,0,0,0.360544483
SC,0.24000001,0.37000036,0,0,1.2299995,4.39,0,1.2,0.25,0,0.169946774
SC,0,0.28999996,1.23,0.23,1.4100003,3.825,0,0,0,0,0
SC,0.21999997,0.6800003,0.25,0.23000002,0,2.205,0.48999995,1,0.24000001,0.5,0.161611965
SC,0.74,0.90999985,0,0.21000004,0.31000042,2.19,0.24000001,0,0.75,0.22999954,1.559926235
SC,0,0.25,0,0.22000003,0,1.615,4.24,0,0,0,0.746926905
SC,0,0.39000034,0,0,0,2.99,0,1.98,1.49,0.47000027,0.214000902
SC,0,1.0699997,0,0,0,5.005,0,0,0,0,2.421773958
SC,0,1.1299996,0,0,0,4.985,0,0,0,0,2.221153064
SC,0.23000002,1.6799994,0,0.5,0,4.19,0,1.47,0,0,0.212179149
SC,0,0.28999996,0,1.22,0,4.58,1.02,0.74999994,0,0,0.266447904
SC,0.46999997,0.75,0.49,0,0,2.42,0.51,0.46999997,0,0.48999977,0.154321483
SC,0.26999998,1.02,0,0,0,3.02,1.24,0.73,0.23,0.5,0.30226185
SC,0.24000001,0.75,0,1.73,0,3.41,0.73,0.20999998,0,0,0.447549671
SC,0,1.5799999,1.21,0.22,0.2300005,3.57,0,0,0,0,0.273243713
SC,0,0.46000004,0,0,1.4700003,3.18,1.25,0,0.5,0,0.181132183
SC,0.72,0.77,0,0.27000004,0.28999996,3.8,0.47,0,0.75,0.24000025,2.047499216
SC,0,0.5300002,0,0.76,0.52,4.195,1.22,0,0.23000002,0,6.25276084
SC,0.97999996,0.6500001,1.2,0.22000003,0.3000002,3.785,0,0,0.24000001,0,0.306453715
SC,0,0.53999996,0.50000006,0,0,3.805,0,0,1.24,0.99000025,0.190710421
SC,1.01,0.42000008,0.22999999,0,1.25,3.4,0,0.24,0.77,0,0.151671121
SC,0,1.9900002,0.22000003,0.24999994,0,1.985,0.24000001,0.23000002,1.21,0,0.162281927
SC,0,0.36000013,0,2.5,0,3.22,0.26,0.98,0,0.25,0.54929424
SC,0,1.0899997,0,0,0,4.97,0,0,0,0,3.603416477
SC,0,0.9899998,0,0,0,5.015,0,0,0,0,3.430693531
SC,0.52,0.25,0,0,0.5999999,1.765,0,0.26999998,1.98,0.25999975,0.544935288
SC,0,0.27999973,1.27,0.99,0,3.62,0.25,0.24000001,1.24,0,0
SC,0,0.75,0,0,0.77,1.2,0.5,0.26999998,1.02,0,0.581332136
SC,0,0.4300003,0,0.22000003,0,2.78,1.72,0.76000005,0.23999995,0.25999975,0.318285212
SC,0.21999991,0.4499998,0.24000001,0,0.30999994,2.025,0.99,0,1.22,0,0.268530864
SC,0,0.26000023,0.98,0.25,0.3199997,3.645,0.51,0.23000002,0.25,1.23,0.151303684
SC,0,1.1400003,0.72999996,0.51,0,3.57,1.24,0.23000002,0,0,0
SC,0.74,0.6999998,0.25,0.26999998,0.5700002,0.995,0.24999999,0.26,0.5,0,0.258950628
SC,0.27999997,0.7399998,0,0.22,0.5500002,1.18,0.24000001,0.71000004,0.20999998,0.5,0.410553693
SC,0.24000001,0.4699998,0,0,0,4.605,0.22999999,0.25,1.2399999,0.75,0.745251855
SC,0,2.33,0.49,0,0.32999992,1.995,0,0,0.97,0,0.227057574
SC,1.03,0.23000002,0,0,0.25999975,1.39,0,0,0.53,0,0.919242525
SC,0.22000003,0.22000027,0,1.4799999,0,1.61,0,0,2.47,0,0.464858606
SC,0.49000007,0.25999975,0,0,0,1.59,1.24,0,0,2.2400002,0.742970691
SC,0,1,0,0,0,4.965,0,0,0,0,3.607346226
SC,0,0.9899998,0,0,0,5.005,0,0,0,0,3.530572458
SC,0,0.3699999,0.82000005,0.34000003,0,3.805,2.5,0,0,0,0
SC,0.25,1.2199998,0,0.74,0.48000002,3.21,0.73,0,0.51000005,0,4.886149617
SC,0.2700001,0.52,0,0.96999997,0,1.99,0.78000003,0,0.25999993,0,0.940498316
SC,0.74,0.4699998,2,0,0,3.44,0,0.23000002,0,0.49000025,0.152200324
SC,0.21000004,0.73,1.03,1.49,0,2,0,0.22,0,0.49000025,0.155201596
SC,1.46,0.73,0,0.5,0,2,0,0.23,0.26999998,0.22000027,0.398276207
SC,0.76,0.03000021,0.73,0,0.48000002,4.795,0,0.74,0.24000001,0.7399998,0
SC,0,0.71000004,0.49999994,0,0.25,4.005,0.25,0,0.51,0.48999977,0.185130616
SC,0,1.2399998,0,0.25000003,0.48000002,3.595,0,0,0.48000002,1.0100002,6.604672546
SC,0,0.4699998,0,0.23999998,0.5,1.595,0.49,0.22000003,0,0.24000025,0.701791275
SC,0.49999997,0.4300003,0,0.74000007,0,3.795,0.45999998,0.26000002,0.26,0.98,0.512645332
SC,0.24000001,0.3800001,0,0.51,1.02,1.24,0,0.51,0.75,0.25,0.586590387
SC,1.26,0.25,1.7900001,0,0.75999975,1.975,0,0,0,0.22000027,0.152265645
SC,3.49,0.8399997,0,0,0,2.64,0,0,0,0,0.386997344
SC,0,1.1400003,0,0,0,5.035,0,0,0,0,3.710989045
SC,0,0.9699998,0,0,0,5.08,0,0,0,0,3.543081926
SC,1.27,1.27,0,0.74999994,0.22000027,1.84,0,0.48,0,0,1.068427499
SC,0.22999996,0.2999997,0.48000002,0,0,1.22,1,0.24,0,1.0100002,0
SC,0.51000005,1.04,0.21999997,0,0,1.575,0,0.8,0,0.7600002,0.176247034
SC,0.72,0.71000004,0,0,1.2399998,0.99,0.23,0.28,0,0.75,0.699288278
SC,0,0.22000027,1.01,0.22000003,0,4.375,0.75,0,1.48,0,0
SC,0.49999994,0.38999987,0,0,0.23000002,2.775,0.25,0.21000004,0.47999996,0.25,0.191445543
SC,0.51,0.8399997,0.74,0,0,1.955,0,1.47,0,0.49000025,0.151695166
SC,0,0.6899996,0.25,0.53,0,4.175,1.22,0.78999996,0.26999998,0,0.149548386
SC,0.73,0.36000013,0,0,1.5,1.6,0.22,0,0.22999999,0.75999975,0.341114061
SC,0,0.4000001,0.27999997,0.23000002,0,3.61,0,0,0.22999996,2.25,0.201405996
SC,0.72,0.20999956,0.22,0,0,2.58,0.24000001,0.73,0.47999996,0,0.156127863
SC,0,0.37000036,0,0,1.23,3.99,0.77,0.78,0.23,0,0.220422491
SC,0.23999995,3.4899998,0,0,0.74000025,2.39,0,0,0,0,7.913921999
SC,0,2.4499998,0,2.47,0,1.215,0,0,0,0,2.827241717
SC,0,0.9899998,0,0,0,5.03,0,0,0,0,3.635596839
SC,0,1.0100002,0,0,0,5.02,0,0,0,0,3.62479589
SC,0.48999995,0.26999998,0.5,0.48999995,0,1.865,0,0.97,0,0,0.15210751
SC,0,0.21000004,1.22,0,0.4499998,1.705,0,0.21000001,0.49999997,0.22000027,0.15629736
SC,0.49,0.26999998,0,0.77,0,4.16,0.29000002,0.99,0.58,0,0.230541709
SC,0.76,0.6199999,0.76,0,0.5799999,4.415,0,0,0,0.75999975,0.884678856
SC,0,0.46000004,0.27000004,0,0.48999977,1.61,0.25000003,0.24999997,0.75,0.23999977,0.157946194
SC,0.76,0.49000025,0.5,0,0.45999956,1.815,1.05,0.46,0,0,0.383545158
SC,0,0.74000025,0,0,2.2399998,1.56,0.53,0,0.22000003,0,1.2025338
SC,0.72,1.2000003,0,0,0.23999977,1.965,0.75,0.27,0,0,0.791104687
SC,0.21999997,0.9699998,0.99,0,0.5,2.77,0,0.24999999,0.54,0,0.244224933
SC,0.23000002,0.21000004,0.74,0,0.48000002,2.76,0.71999997,0,0.74,0,0.305747519
SC,0,0.6799998,0.22000003,0.26000005,0.48000002,4.58,1.01,0.23999995,0.74,0.25,0.420074656
SC,0.98,1.0499997,0.54,0,0,3.765,0.48000002,0,0,0.7600002,0.217223885
SC,0.73,0.24000025,0,3.49,0,1.38,0,0,0,0,0.283352322
SC,0,1.27,0,0,0,1.985,0,0.25,0,3.02,1.480092779
SC,0,1.0499997,0,0,0,4.975,0,0,0,0,3.794279014
SC,0,0.97000027,0,0,0,4.97,0,0,0,0,3.246833181
SC,0,1.7400002,2.2399998,0,0,4.22,0.73,0,0,0,0.152698996
SC,0,1.2200003,0,0,0,0.99,3.4899998,0,0,0,1.548198488
SC,0.2700001,0.98,0,0,0,3.6,0.77,0,0,0,1.887828262
SC,0,1.1700001,0,0,0,1.415,2.51,0,0.5,0,1.019028656
SC,0,1.4100003,0,0.24000001,0,2.635,1.73,0,0.48000002,0,1.827565523
SC,0,1.48,0,0,0,2.4,1.23,0,0,0.7399998,4.986542848
SC,0,1.9000001,1.74,0,0,4.205,1.23,0,0,0,0.150264324
SC,0.77000004,1.2400002,0,0,0,1.58,1.75,0,0,0.52999973,1.336998189
SC,0,1.0299997,0,0,0,3.775,0.73,0,1.73,0,1.201406031
SC,0,1.23,0,0,0,1.42,3.5,0,0,0,1.719777264
SC,0,1.2399998,0,0.28,0,2.195,1.2399999,0,0,0.49000025,4.930963057
SC,0,1.8800001,1.74,0,0,4.015,1.23,0,0,0,0
SC,0,1.71,2.27,0,0,4.79,0.74,0,0,0,0
SC,0.51,1.2400002,0,0,0,1.015,2.5,0,0.23999995,0,0.510920236
SC,0,0.8199997,0,0,0,4.97,0,0,0,0,3.472142741
SC,0,1.1699996,0,0,0,5.025,0,0,0,0,3.279741415
SC,0,0.6700001,0.26,0.74,0.48000002,4.605,0.22,0.71000004,0.49999997,0,0.296540164
SC,0,0.50999975,0,0.73,0.49000025,4.01,1.5,0.2299999,0,0,3.192273669
SC,0.22000003,0.7399998,0,0.72,0.47000027,4.21,0,0.78,0.75,0,1.291415293
SC,0,0.71000004,0,0.52,1.2200003,4.835,0.76000005,0,0,0,5.590863042
SC,0.22000003,0.21999979,0,0.48999998,1.4900002,4.635,0.5,0.22999996,0.46,0,0.251620523
SC,0,1.71,0.22000003,0.48000002,1.2399998,4.165,0,0,0,0,4.482996413
SC,0,0.21000004,0,0.74999994,0.48999977,3.995,0,0,0,0,6.214422478
SC,0,0.47999954,0,0.49000004,1.48,3.95,1.46,0.22000003,0,0,0.18686873
SC,0.24000001,0.9699998,0.26,0.76000005,0.47000027,4.24,1.22,0,0,0,1.649592668
SC,0,0.16000032,0,0.75,0.7399998,4.625,1.49,0,0.49,0,1.315738955
SC,0,0.32000017,0,0.73,0.71000004,4.005,0,0,0,0,6.283289575
SC,0.46000004,0.47000027,0,0.74,0.75999975,4.74,0.75,0.25,0.49,0,0.440110167
SC,1.51,0.25,0,0.48999998,1.5,4.785,0,0,0.5,0,0.149257444
SC,0,0.7399998,0.53999996,0.5,0.98,3.79,0.5,0.27000004,0,0,0.47615589
SC,0,0.97000027,0,0,0,5.005,0,0,0,0,5.281195519
SC,0,1.0500002,0,0,0,5,0,0,0,0,5.138334355
SC,0,0.4499998,0,0.75,0.49000025,3.98,0.48999998,0,0.75000006,0.25999975,6.092774604
SC,0.26,0.48999977,0,0.74,0,3.97,0.47,0.51,0.49,0,0.284931745
SC,0,0.48000002,0,0.73,2.5600004,1.775,0,0,0.24000001,0.4699998,1.19167971
SC,0,0.47000027,0,0.72,0,3.995,1.23,0,0,0,2.48741186
SC,0.76000005,0.23000002,0,0.51,0,4.795,0.24999997,0,1.23,0.48999977,1.229424094
SC,1.48,0.24000025,0,0.5,0,4.02,0,0.98,0,0,0.152110947
SC,0,0.3699999,0,0.78000003,0,4,0,0,0,0,3.615282546
SC,0,0.46000004,0,0.78,0.72000027,4.015,1.25,0,0.24000001,0.25999975,1.738461448
SC,0.51,0.6700001,0,0.72,0.5,1.01,0,0.74,0,0.5,0.661523319
SC,0,0.5100002,0,0.48000002,0.90999985,4.005,0,0.75999993,0,0.23000002,0.252994046
SC,0.21999997,0.42000008,0,0.49,0.25999975,4.025,1.01,0,0,0,4.668870246
SC,0,0.48000002,0,0.72999996,0.48999977,3.975,0.50000006,0,0,0,11.56258831
SC,0.26,0.46000004,0,0.77000004,0,3.985,0.26,0,0,0.26000023,2.15628745
SC,0,0.48000002,0,0.72,0,3.985,0.97,0,0,0,2.796113975
SC,0,0.9500003,0,0,0,5.015,0,0,0,0,3.634403849
SC,0,1.1300001,0,0,0,5.025,0,0,0,0,3.515967942
SC,0,3.7099998,0,0,0.5,2.98,0.24000001,0,0,0,10.94598319
SC,0,3.7799997,0,0,0.49000025,2.975,0,0,0,0.23999977,13.99739698
SC,0,3.71,0,0,0.5,2.39,0,0,0,0,11.89496114
SC,0.26999998,3.7000003,0,0,0.5999999,2.41,0,0,0,0,7.053243407
SC,0,3.7700002,0,0,0.48000002,3.005,0,0,0,0,12.85940635
SC,0,3.75,0,0,0.5,3.43,0.47000003,0,0,0,12.9302104
SC,0.23000002,3.8799999,0,0,0.48000002,2.585,0,0,0,0,8.069613057
SC,0,3.8799999,0,0,0.52,3.395,0.26,0,0,0,13.23943716
SC,0,3.5,0,0,0.4699998,3.405,0.49999994,0,0,0,11.92867912
SC,0,3.7300003,0,0,0.5,2.785,0,0,0,0,14.04906731
SC,0,3.8400002,0,0,0.48000002,3.575,0.24000001,0,0,0,13.62128759
SC,0.25,3.7,0,0,0.4699998,2.835,0,0,0,0,8.379960386
SC,0,3.77,0,0,0.65999985,2.64,0,0,0,0.26000023,14.60029766
SC,0,3.8000002,0,0,0.5,3.385,0,0,0,0,14.02450932
SC,0,0.9899998,0,0,0,4.98,0,0,0,0,3.734525015
SC,0,0.84000015,0,0,0,4.985,0,0,0,0,3.734034455
SC,0,3.71,0,0.28999996,0.5,2.585,0,0,0,0,12.57036993
SC,0,3.79,0,0,0.48000002,2.59,0.24000001,0,0,0,11.60994625
SC,0,3.7000003,0,0.29000008,0.48999977,2.77,0,0,0,0,13.98452257
SC,0,3.7199998,0,0,0.49000025,3.615,0,0,0,0,14.32431735
SC,0.24000001,3.9499998,0,0,0.49000025,3.05,0,0,0,0,8.736785421
SC,0,3.5700002,0,0,0.48000002,3.215,0,0,0,0.23999977,15.59469381
SC,0,4.2200003,0,0,0.49000025,3.78,0,0,0,0,15.86703247
SC,0.23000002,4.0699997,0,0,0.5,2.43,0,0,0,0,8.188686311
SC,0,3.5300002,0,0,0.52999973,2.405,0,0,0,0,12.84793383
SC,0,4.1499996,0,0,0.49000025,2.575,0,0.2299999,0,0,2.194280359
SC,0,3.7100003,0,0,0.4699998,2.77,0,0.21000004,0,0,2.678509032
SC,0,3.7699997,0,0,0.61000013,2.555,0,0,0.23000002,0,7.939681166
SC,0,3.7799997,0,0.2800001,0.5,3.605,0,0,0,0,16.18012157
SC,0,2.06,0,0,2.4499998,1.195,0,0,0,0,15.78696537
SC,0,1.02,0,0,0,4.98,0,0,0,0,3.6264475
SC,0,1.1599998,0,0,0,5,0,0,0,0,3.452108726
SC,0,3.4899998,0,0,0.47000027,3.835,0,0,0,0.25999975,0.160155741
SC,0,3.71,0,0,0.53999996,4.97,0,0,0,0.25,16.89975984
SC,0,3.72,0,0,0.48999977,4.805,0,0,0,0.24000025,15.99666193
SC,0,3.27,0,0,0.48999977,3.6,0,0,0,0.25,15.30895997
SC,0,3.5500002,0,0,0.75999975,4.99,0,0,0,0.5,18.00457108
SC,0,3.49,0,0,0.46000004,4.88,0,0,0,0.48999977,0.200454359
SC,0,3.7800002,0,0,0.50999975,4.42,0,0,0,0.24000025,19.47353596
SC,0,3.3400002,0,0,0.48999977,3.82,0,0,0,0.25,18.19168928
SC,0,3.7199998,0,0,0.79000044,4.82,0,0,0,0.49000025,17.08083971
SC,0,3.89,0,0,0.48999977,4.275,0,0,0,0.25,18.46974502
SC,0,3.3799999,0,0.21000004,0.48000002,3.635,0,0,0,0.25,21.95894201
SC,0,3.5699997,0,0,0.48000002,5.055,0,0,0,0.49000025,16.97848076
SC,0,3.23,0,0.23000002,0.4699998,3.755,0,0,0,0.26000023,17.9574901
SC,0,3.49,0,0,0.73,4.82,0,0,0,0.48999977,19.20842338
SC,0,1.0700002,0,0,0,4.935,0,0,0,0,3.131174274
SC,0,1.04,0,0,0,4.975,0,0,0,0,2.923495274
SC,0,3.4500003,0,0,0.46000004,3.79,0,0,0,0.23999977,12.46461962
SC,0,3.71,0,0,0.48000002,4.795,0,0,0,0.48999977,15.23053771
SC,0,0.5500002,0,0.96999997,0.77,3.595,0.78000003,0,0,0.7399998,14.03954743
SC,0,3.9099998,0,0,0.48000002,3.975,0,0,0,0.24000025,13.95644706
SC,0,3.2199998,0,0.49,0.49000025,3.62,0,0,0,0.23999977,14.59213045
SC,0,3.82,0,0,0.48000002,4.785,0,0,0,0.26999998,16.36904862
SC,0,3.71,0,0,0.48000002,4.78,0,0,0,0.50999975,16.04383176
SC,0,1.2000003,0,1.97,0.75,3.595,0,0,0,0.23999977,18.52434496
SC,0,3.7099998,0,0,0.52,5.03,0,0,0,0.49000025,14.72637207
SC,0.26000002,1.21,0,0,0.7600002,4.78,1,0,0.22,0.26000023,4.945401541
SC,0,3.47,0,0,0.5,3.965,0,0,0,0.24000025,16.62850435
SC,0,0.72000027,0,1.97,0.5,2.395,0,0,0.24000001,0.5,6.588275465
SC,0,2.9200003,0,0,0.75,2.83,0,0,0,0.9899998,16.90811675
SC,0,3.72,0,0,0.48999977,4.41,0,0,0,0.49000025,16.79350078
SC,0,0.9699998,0,0,0,4.995,0,0,0,0,3.535431505
SC,0,0.9699998,0,0,0,4.99,0,0,0,0,3.598795169
SC,0,3.7500002,0,0,0.48999977,4.775,0,0,0,0.22000027,3.975930609
SC,0,3.75,0,0,0.48999977,3.41,0,0,0,0,3.895906992
SC,0,3.7499998,0,0,0.4800005,3.85,0,0,0,0,4.165685002
SC,0,3.72,0,0,0.48000002,3.805,0,0,0,0.23999977,4.387358133
SC,0,3.7499998,0,0,0.48000002,4.27,0,0,0,0,4.071636335
SC,0,3.8400002,0,0,0.48000002,3.935,0,0,0,0,4.161021086
SC,0,3.72,0,0,0.49000025,3.635,0,0,0,0.23999977,4.2872141
SC,0,3.7999997,0,0,0.4800005,3.19,0,0,0,0.22999954,3.130976241
SC,0,3.73,0,0,0.5,3,0,0,0,0,3.352369627
SC,0,3.7399998,0,0,0.5100002,3.37,0,0,0,0.23999977,4.254024791
SC,0,3.75,0,0,0.49000025,4.425,0,0,0,0,4.047825152
SC,0,3.8999996,0,0,0.5100002,2.815,0,0,0,0,3.243341824
SC,0,3.79,0,0,0.5,2.205,0,0,0,0.25,3.615706678
SC,0,3.8700001,0,0,0.5899997,1.6,0,0,0,0.2300005,3.156836703
SC,0,0.96000004,0,0,0,5.005,0,0,0,0,0.534182243
SC,0,0.9999995,0,0,0,5.015,0,0,0,0,0.572925748
SC,0,3.9,0,0,0.5,3.77,0,0,0,0,11.90848898
SC,0,3.7299995,0,0,0.46000004,3.405,0,0,0,0,12.03299193
SC,0,3.7199998,0,0,0.48000002,3.385,0,0,0,0.2300005,12.70850637
SC,0,3.7699997,0,0,0.47000027,3.835,0,0,0,0.27999973,12.72450483
SC,0,3.7099998,0,0,0.52,4.765,0,0,0,0.2300005,14.14091356
SC,0,3.7200003,0,0,0.47999954,4.75,0,0,0,0,13.31982603
SC,0,4.0499997,0,0,0.48999977,2.955,0,0,0,0.22000027,13.06882463
SC,0,4.08,0,0,0.48000002,2.42,0,0,0,0,12.26195527
SC,0,3.8000002,0,0,0.50999975,2.42,0,0,0,0.25,12.1942607
SC,0,3.71,0,0,0.53999996,2.22,0,0,0,0,12.02745055
SC,0,3.7000003,0,0,0.6399994,2.02,0,0,0,0,11.22905095
SC,0,3.71,0,0,0.52999973,2.01,0,0,0,0.25,11.78062591
SC,0,3.77,0,0,0.40999985,1.795,0,0,0,0.22999954,11.10543551
SC,0,3.7299995,0,0,0.49000072,1.77,0,0,0,0,10.91400722
SC,0,0.97000027,0,0,0,5.035,0,0,0,0,3.11174035
SC,0,0.9699998,0,0,0,4.955,0,0,0,0,2.722449266
SC,0,3.71,0,0,0.5,3.53,0,0,0,0,12.01941567
SC,0,3.8399997,0,0,0.4800005,4.575,0,0,0,0.22999954,13.52897529
SC,0,3.73,0,0,0.5,3.255,0,0,0,0,12.34090526
SC,0,3.75,0,0,0.46000004,3.695,0,0,0,0.22999954,12.57497401
SC,0,3.8000002,0,0,0.48999977,4.715,0,0,0,0,13.12798086
SC,0,3.7600002,0,0,0.48999977,0.92,0,0,0,0.22999954,7.6827455
SC,0,3.8200002,0,0,0.5,2.36,0,0,0,0,11.73075322
SC,0,3.48,0,0,0.48999977,4.56,0,0,0,0.5,14.30797723
SC,0,3.7000003,0,0,0.48999977,3.375,0,0,0,0.23999977,11.55253108
SC,0,3.8199997,0,0,0.5,1.615,0,0,0,0,9.959525217
SC,0,3.48,0,0,0.52,4.83,0,0,0,0.48999977,14.8084226
SC,0,3.83,0,0,0.52999973,2.43,0,0,0,0.27999973,12.13399273
SC,0,3.4899998,0,0,0.4800005,1.78,0,0,0,0.46000004,10.9010484
SC,0,3.9399996,0,0,0.52000046,1.345,0,0,0,0,9.670607331
SC,0,1.0299997,0,0,0,4.96,0,0,0,0,3.210585808
SC,0,0.80999947,0,0,0,4.97,0,0,0,0,3.0017206
SC,0,2.7400002,0,1.02,0.49999952,3.84,0,0,0,0.49000072,13.51752526
SC,0,2.21,0,1.02,0.4800005,3.775,0,0,0,0.5199995,15.14598669
SC,0,2.0900002,0,1.24,0.5,4.62,0,0,0,0.7399998,17.02156196
SC,0,3.1399999,0,0.99999994,0.47000027,3.83,0,0,0,0.25,13.87163895
SC,0,2.2400002,0,1.23,0.49000025,3.955,0,0,0,0.48999977,15.36439886
SC,0,2.29,0,0,2.2599998,1.02,0,0,0,0,12.62595534
SC,0,3.71,0,0,0.8999996,4.775,0,0,0,0,14.53421047
SC,0,1.5299997,0,0.52,0.53999996,3.185,0.74,0,0,0.77,13.77600363
SC,0,1.8999996,0,1.02,0.5100002,4.245,0,0,0,0.77999973,15.62615676
SC,0,0.24000025,0,2.75,0.78999996,3.265,0,0,0,0.5,2.773557834
SC,0,0.49999952,0,0,0.5100002,3.695,0.55,0,0,0,8.894956515
SC,0,2.0900002,0,2.04,0.78999996,3.895,0,0,0,0,15.45479118
SC,0,0.18999958,0,2.73,0.78999996,2.19,0.22000001,0,0,0,2.439086946
SC,0,1.2000003,0,1.3,0.50999975,4.98,0,0,0,1.2300005,19.79495767
SC,0,0.80999947,0,0,0,4.98,0,0,0,0,3.108351616
SC,0,1.0999994,0,0,0,4.98,0,0,0,0,3.030168041
SC,0,2.4600005,0,1.05,0.5,3.73,0,0,0,0.22999954,13.1635777
SC,0,2.4699998,0,0.96000004,0.48999977,3.74,0,0,0,0.5,14.68599144
SC,0,2.25,0,1,0.5300002,3.785,0,0,0,0.5,16.51698403
SC,0,2.5699997,0,0,2.4099998,0.99,0,0,0,0,11.96543931
SC,0,4.0299997,0,0,0.5,3.975,0,0,0,0,13.00182164
SC,0,0.5500002,0,0.74,0.74000025,4.005,0.95000005,0,0,0.52999973,12.07122363
SC,0,0.17000008,0,2,0.47000027,2.88,0.48,0,0,0.9999995,3.735661797
SC,0,2.21,0,1.74,0.5,4.165,0,0,0,0,14.39346704
SC,0,1.9300003,0,0.48000002,0.72999954,1.22,0.52,0,0,0,8.673899565
SC,0,3.23,0,0.22,1.0000005,3.63,0,0,0,0,16.97394244
SC,0,2.3600001,0,0,2.4799995,0.96,0,0,0,0,8.208059873
SC,0,3.3100004,0,0.5,0.7599993,4.805,0,0,0,0,15.71856143
SC,0,2.2800002,0,0,2.4899998,1.79,0,0,0,0,14.70237997
SC,0,3.71,0,0,0.99000025,3.185,0,0,0,0,15.79385982
SC,0,0.8699999,0,0,0,4.92,0,0,0,0,3.062432084
SC,0,1.0899997,0,0,0,4.975,0,0,0,0,2.93783659
SC,0,2.5099998,0,1.01,0.49000025,3.795,0,0,0,0.5,14.03190187
SC,0,1.7400002,0,0,0.49999952,3.595,0,0,0,0.75,14.26572931
SC,0,2.4399996,0,0.99,0.3800001,3.805,0,0,0,0.25,15.02442305
SC,0,2.6099997,0,0.26,0.47000027,4.215,0.22999999,0,0,0.25,13.15413802
SC,0,2.2800002,0,1.23,0.48000002,4.19,0,0,0,0.5199995,16.33973248
SC,0,2.23,0,1,0.77000046,3.845,0,0,0,0.5099993,16.99603791
SC,0,1.8899999,0,1.23,0.48999977,4.175,0,0,0,0.5100002,17.601619
SC,0,2.25,0,0.22999999,0.75,2.615,0.23,0,0,0,12.0151033
SC,0,2.7199998,0,0,2,0.97,0,0,0,0,11.10994987
SC,0,1.6500001,0,2.24,0.71000004,2.8,0,0,0,0,14.56555029
SC,0,0.96000004,0,0.5,0.97000027,4.005,0,0,0,0.7599993,19.57914886
SC,0,1.8999996,0,1.24,0.5000005,4.405,0,0,0,0.5099993,16.07686223
SC,0,2.7799997,0,0.74,0.5100002,3.24,0.25,0,0,0,11.42929327
SC,0,3.63,0,0,0.99000025,3.405,0,0,0,0,15.34357083
SC,0,1.0700002,0,0,0,5.05,0,0,0,0,3.047957871
SC,0,0.9199996,0,0,0,4.98,0,0,0,0,3.021410609
SC,0,3.5099998,0,0,0.48999977,4.17,0,0,0,0.25,13.48770149
SC,0,3.9399996,0,0,0.5100002,4.185,0,0,0,0.23999977,14.44666424
SC,0,3.4800005,0.29,0,0.48999977,4.18,0,0,0,0.23999977,1.13932323
SC,0,3.3000007,0,0.24000001,0.27999973,3.6,0,0,0,0.25,14.10199833
SC,0,3.7099996,0.27,0,0.4800005,4.19,0,0,0,0.25,1.057373539
SC,0,3.4799995,0.22,0,0.5,4.83,0,0,0,0.27000046,1.671073032
SC,0,0.7600002,0,1.7199999,0.53999996,3.385,0,0,0,0,14.90303814
SC,0,3.9700003,0,0.23,0.23999977,3.435,0,0,0,0,13.00909682
SC,0,0.97999954,0.26000002,1.74,0.4800005,3.395,0,0,0,0,1.319594382
SC,0,3.2000003,0.21000001,0.27,0.25,3.565,0,0,0,0.25,1.110293736
SC,0,1.0900002,0.5,1.7299999,0.48999977,3.385,0,0,0,0,0.701067692
SC,0,3.2300005,0,0.22999996,0.4699993,3.585,0,0,0,0.25,13.83218547
